1064,20100501,3
1065,20100503,2
1066,20100503,4
1067,20100503,5
1063,20100504,3
1068,20100504,5
1069,20100505,5
1070,20100506,1
1071,20100509,1
1072,20100522,8
1073,20100530,3
1074,20100530,2
1075,20100530,3
1076,20100601,8
1077,20100606,1
1078,20100609,4
1079,20100610,4
1080,20100611,4
1081,20100612,4
1082,20100618,9
1083,20100620,1
1084,20100628,12
1085,20100630,1
1086,20100706,3
1087,20100710,13
1088,20100714,1
1089,20100720,12
1090,20100725,3
1091,20100727,1
1092,20100729,13
1093,20100805,12
1094,20100806,3
1095,20100806,7
1096,20100809,5
1097,20100811,3
1098,20100812,6
1099,20100814,4
1100,20100817,7
1101,20100825,13
1102,20100830,6
1103,20100902,5
1104,20100902,1
1105,20100903,7
1106,20100912,11
1107,20100913,1
1108,20100917,13
1109,20100922,14
1110,20100927,7
1111,20100930,8
1112,20101010,12
1113,20101014,14
1114,20101015,2
1115,20101016,13
1116,20101018,2
1117,20101020,14
1118,20101020,2
1119,20101025,4
1120,20101031,8
1121,20101105,7
1122,20101107,5
1123,20101111,7
1124,20101111,10
1125,20101112,6
1126,20101113,11
1127,20101117,12
1128,20101126,2
1129,20101129,2
1130,20101129,8
1131,20101203,13
1132,20101205,4
1133,20101205,13
1134,20101214,2
1135,20101214,3
1136,20101226,2
1137,20101226,2
1138,20101228,6
1139,20101230,5
1140,20110101,13
1141,20110102,5
1142,20110102,9
1143,20110108,2
1144,20110110,1
1145,20110110,3
1146,20110111,4
1147,20110116,12
1148,20110118,4
1149,20110122,6
1150,20110129,10
1151,20110129,2
1152,20110204,4
1153,20110205,6
1154,20110209,1
1155,20110209,1
1156,20110209,6
1157,20110209,9
1158,20110212,10
1159,20110212,5
1161,20110215,11
1162,20110219,6
1163,20110225,6
1164,20110226,13
1165,20110227,11
1166,20110303,14
1167,20110304,7
1168,20110305,2
1169,20110307,12
1170,20110309,3
1172,20110312,6
1173,20110317,5
1174,20110318,3
1175,20110319,6
1176,20110322,14
1177,20110324,7
1178,20110325,8
1179,20110325,4
1180,20110326,11
1181,20110326,9
1182,20110328,1
1183,20110328,12
1184,20110402,9
1185,20110405,12
1186,20110407,10
1187,20110408,7
1188,20110409,2
1189,20110409,3
1190,20110412,10
1191,20110413,11
1192,20110413,5
1193,20110414,13
1194,20110415,3
1195,20110420,13
1196,20110421,9
1197,20110422,1
1198,20110422,2
1199,20110427,6
1200,20110427,8
1202,20110429,2
1203,20110429,14
1204,20110503,10
1205,20110503,5
1206,20110504,3
1201,20110506,2
1207,20110506,4
1208,20110509,11
1209,20110509,2
1210,20110510,8
1211,20110510,1
1212,20110512,1
1213,20110515,1
1214,20110515,9
1215,20110515,1
1216,20110517,13
1217,20110518,2
1218,20110519,5
1219,20110522,1
1220,20110523,3
1221,20110524,1
1222,20110526,6
1223,20110527,4
1224,20110528,5
1225,20110528,9
1226,20110528,13
1227,20110530,13
1228,20110530,12
1229,20110531,6
1230,20110601,5
1231,20110602,4
1232,20110603,10
1233,20110606,2
1234,20110610,11
1235,20110612,2
1236,20110615,13
1237,20110618,2
1238,20110620,1
1239,20110621,6
1240,20110621,9
1241,20110625,4
1242,20110629,6
1243,20110629,11
1244,20110702,7
1245,20110708,10
1246,20110709,2
1247,20110709,6
1248,20110709,1
1249,20110710,5
1250,20110711,11
1251,20110712,14
1252,20110714,4
1253,20110714,1
1254,20110715,12
1255,20110715,4
1256,20110716,5
1257,20110718,3
1258,20110719,3
1259,20110719,8
1260,20110725,13
1261,20110727,13
1262,20110728,2
1263,20110729,14
1264,20110729,4
1265,20110731,4
1266,20110805,8
1267,20110806,5
1268,20110807,3
1269,20110812,3
1270,20110812,3
1271,20110816,13
1272,20110817,10
1273,20110818,3
1274,20110821,8
1275,20110822,9
1276,20110824,1
1277,20110826,13
1278,20110826,3
1279,20110826,10
1280,20110827,9
1281,20110829,11
1282,20110831,7
1283,20110831,13
1284,20110831,3
1285,20110901,1
1286,20110904,2
1287,20110904,13
1288,20110906,2
1289,20110907,14
1290,20110910,9
1291,20110911,5
1292,20110912,7
1293,20110913,5
1294,20110913,6
1295,20110913,14
1296,20110914,11
1297,20110915,3
1298,20110915,8
1299,20110917,8
1300,20110919,4
1301,20110919,13
1302,20110923,13
1303,20110925,3
1304,20110925,6
1305,20110926,13
1306,20110927,12
1307,20110929,8
1308,20111002,2
1309,20111003,13
1310,20111004,7
1311,20111005,8
1312,20111005,14
1313,20111006,13
1314,20111010,14
1315,20111011,5
1316,20111012,11
1317,20111012,12
1318,20111013,7
1319,20111013,11
1320,20111014,4
1321,20111016,7
1322,20111016,4
1323,20111018,3
1324,20111018,14
1325,20111020,11
1326,20111021,2
1327,20111021,8
1328,20111021,3
1329,20111022,2
1330,20111023,13
1331,20111024,3
1332,20111025,11
1333,20111028,7
1334,20111031,9
1335,20111101,4
1336,20111101,5
1337,20111101,7
1338,20111102,13
1339,20111102,14
1340,20111106,12
1341,20111106,14
1342,20111106,13
1343,20111107,14
1344,20111108,8
1345,20111110,6
1346,20111113,12
1347,20111114,7
1348,20111115,2
1349,20111115,4
1350,20111115,6
1351,20111115,4
1352,20111117,12
1353,20111118,11
1354,20111118,10
1355,20111119,13
1356,20111120,13
1357,20111121,6
1358,20111123,13
1359,20111125,3
1360,20111126,4
1361,20111126,12
1362,20111128,13
1363,20111130,13
1364,20111130,13
1365,20111203,8
1366,20111204,12
1367,20111205,8
1368,20111206,2
1369,20111206,2
1370,20111208,1
1371,20111208,2
1372,20111208,7
1373,20111209,2
1374,20111209,13
1375,20111209,12
1376,20111214,9
1377,20111215,7
1378,20111217,2
1379,20111218,3
1380,20111218,6
1381,20111219,10
1382,20111219,7
1383,20111220,11
1384,20111221,11
1385,20111224,4
1386,20111224,12
1387,20111226,5
1388,20111228,12
1389,20111229,12
1390,20111229,8
1391,20120103,13
1392,20120104,7
1393,20120106,7
1394,20120107,2
1395,20120109,9
1396,20120113,7
1397,20120114,3
1398,20120114,5
1399,20120115,6
1400,20120115,2
1401,20120115,12
1402,20120115,14
1403,20120116,4
1404,20120117,2
1405,20120117,11
1406,20120118,3
1407,20120119,8
1408,20120122,12
1409,20120122,4
1410,20120127,14
1411,20120129,6
1412,20120130,2
1413,20120130,10
1414,20120205,2
1415,20120209,3
1416,20120210,9
1417,20120211,3
1418,20120213,6
1419,20120213,10
1420,20120213,13
1421,20120219,5
1422,20120220,8
1423,20120224,13
1424,20120225,4
1425,20120227,3
1426,20120227,4
1427,20120302,4
1428,20120304,10
1429,20120304,13
1430,20120305,10
1431,20120306,5
1432,20120310,11
1433,20120312,12
1434,20120312,11
1435,20120316,7
1436,20120317,3
1437,20120318,1
1438,20120321,11
1439,20120321,1
1440,20120322,5
1441,20120323,2
1442,20120323,7
1443,20120323,8
1444,20120324,4
1445,20120324,13
1446,20120326,1
1447,20120328,3
1448,20120329,4
1449,20120330,5
1450,20120401,10
1451,20120401,1
1452,20120403,9
1453,20120403,3
1454,20120411,5
1455,20120412,7
1456,20120413,1
1457,20120414,4
1458,20120415,3
1459,20120415,14
1460,20120417,11
1461,20120418,5
1462,20120418,8
1463,20120419,4
1464,20120420,2
1465,20120421,10
1466,20120423,10
1467,20120425,9
1468,20120425,6
1469,20120425,13
1470,20120429,10
1471,20120429,13
1472,20120430,6
1473,20120502,5
1474,20120503,8
1475,20120504,4
1476,20120506,13
1477,20120509,13
1478,20120511,12
1479,20120512,12
1480,20120512,1
1481,20120514,5
1482,20120514,11
1483,20120514,10
1484,20120514,13
1485,20120516,4
1486,20120519,13
1487,20120521,2
1488,20120523,9
1489,20120524,3
1490,20120525,11
1491,20120526,4
1492,20120526,11
1493,20120601,11
1494,20120601,13
1495,20120601,5
1496,20120602,10
1497,20120602,10
1498,20120602,8
1499,20120604,10
1500,20120605,2
1501,20120605,1
1502,20120605,3
1503,20120606,2
1504,20120610,13
1505,20120610,10
1506,20120611,10
1507,20120611,10
1508,20120614,7
1509,20120616,3
1510,20120620,3
1511,20120623,3
1512,20120626,10
1513,20120627,13
1514,20120628,7
1515,20120628,13
1516,20120630,6
1517,20120702,7
1518,20120705,7
1519,20120705,13
1520,20120708,12
1521,20120710,9
1522,20120713,6
1523,20120713,10
1524,20120718,5
1525,20120718,9
1526,20120721,8
1527,20120724,2
1528,20120724,12
1529,20120724,13
1530,20120725,13
1531,20120727,3
1532,20120727,13
1533,20120728,4
1534,20120729,2
1535,20120731,12
1536,20120731,6
1537,20120801,12
1538,20120801,13
1539,20120803,7
1540,20120804,11
1541,20120804,4
1542,20120807,11
1543,20120808,13
1544,20120810,5
1545,20120812,4
1546,20120817,11
1547,20120818,4
1548,20120819,7
1549,20120820,2
1550,20120822,2
1551,20120822,2
1552,20120822,6
1553,20120824,12
1554,20120825,9
1555,20120826,7
1556,20120828,1
1557,20120828,1
1558,20120828,4
1559,20120829,6
1560,20120830,10
1561,20120831,6
1562,20120831,11
1563,20120831,6
1564,20120901,12
1565,20120904,5
1566,20120904,14
1567,20120908,5
1568,20120910,4
1569,20120911,12
1570,20120913,1
1571,20120913,10
1572,20120916,2
1573,20120917,7
1574,20120917,6
1575,20120919,13
1576,20120920,10
1577,20120923,11
1578,20120925,5
1579,20120925,13
1580,20120926,4
1581,20120926,3
1582,20120927,13
1583,20120930,2
1584,20121001,6
1585,20121003,12
1586,20121008,13
1587,20121010,2
1588,20121010,3
1589,20121010,12
1590,20121012,10
1591,20121013,13
1592,20121015,3
1593,20121016,10
1594,20121016,6
1595,20121018,1
1596,20121019,13
1597,20121019,4
1598,20121021,14
1599,20121024,13
1600,20121027,4
1601,20121030,2
1602,20121030,7
1603,20121102,1
1604,20121104,1
1605,20121105,5
1606,20121105,4
1607,20121106,4
1608,20121106,6
1609,20121107,7
1610,20121108,11
1611,20121109,13
1612,20121109,13
1613,20121112,12
1614,20121112,9
1615,20121112,8
1616,20121115,11
1617,20121117,1
1618,20121118,11
1619,20121118,8
1620,20121121,11
1621,20121125,13
1622,20121127,1
1623,20121128,13
1624,20121129,2
1625,20121130,10
1626,20121205,2
1627,20121206,1
1628,20121206,2
1629,20121209,10
1630,20121210,6
1631,20121213,7
1632,20121213,5
1633,20121216,12
1634,20121216,10
1635,20121219,12
1636,20121226,5
1637,20121227,4
1638,20121228,13
1639,20121228,6
1640,20121231,9
1641,20130101,8
1642,20130101,13
1643,20130103,1
1644,20130103,11
1645,20130104,7
1646,20130104,6
1647,20130105,3
1648,20130105,5
1649,20130105,12
1650,20130105,12
1651,20130105,3
1652,20130106,13
1653,20130106,8
1654,20130109,14
1655,20130110,4
1656,20130112,6
1657,20130112,1
1658,20130114,12
1659,20130118,2
1660,20130120,8
1661,20130123,7
1662,20130124,12
1663,20130127,9
1664,20130128,3
1665,20130130,13
1666,20130130,4
1667,20130202,12
1668,20130204,1
1669,20130206,4
1670,20130208,9
1671,20130212,12
1672,20130212,4
1673,20130216,9
1674,20130216,1
1675,20130217,10
1676,20130217,10
1677,20130218,4
1678,20130219,6
1679,20130220,3
1680,20130226,6
1681,20130226,7
1682,20130226,9
1683,20130228,10
1684,20130302,3
1685,20130302,5
1686,20130304,5
1687,20130304,5
1688,20130304,5
1689,20130305,11
1690,20130307,9
1691,20130309,10
1692,20130310,13
1693,20130311,2
1694,20130311,6
1695,20130312,13
1696,20130312,9
1697,20130315,4
1698,20130315,5
1699,20130318,4
1700,20130318,3
1701,20130321,3
1702,20130322,6
1703,20130323,4
1704,20130324,13
1705,20130326,3
1706,20130328,2
1707,20130329,7
1708,20130329,9
1709,20130330,1
1710,20130330,8
1711,20130331,14
1712,20130401,2
1713,20130403,9
1714,20130403,12
1715,20130405,4
1716,20130406,4
1717,20130406,6
1718,20130406,11
1719,20130406,14
1720,20130408,2
1721,20130411,10
1722,20130411,11
1723,20130414,11
1724,20130414,8
1725,20130420,2
1726,20130420,8
1727,20130420,9
1728,20130424,12
1729,20130424,4
1730,20130425,11
1731,20130426,12
1732,20130428,13
1733,20130428,5
1734,20130430,13
1735,20130430,3
1736,20130502,6
1737,20130504,2
1738,20130504,11
1739,20130504,10
1740,20130505,8
1741,20130507,9
1742,20130510,6
1743,20130510,10
1744,20130510,12
1745,20130511,14
1746,20130512,13
1747,20130513,8
1748,20130514,13
1749,20130516,4
1750,20130516,6
1751,20130516,3
1752,20130517,3
1753,20130521,6
1754,20130521,7
1755,20130522,10
1756,20130522,11
1757,20130526,10
1758,20130527,6
1759,20130528,3
1760,20130530,6
1761,20130530,4
1762,20130602,7
1763,20130602,5
1764,20130603,6
1765,20130606,8
1766,20130606,3
1767,20130610,1
1768,20130613,6
1769,20130614,4
1770,20130614,11
1771,20130615,2
1772,20130615,12
1773,20130616,9
1774,20130616,12
1775,20130616,13
1776,20130619,8
1777,20130621,13
1778,20130623,10
1779,20130626,4
1780,20130627,6
1781,20130629,7
1782,20130629,3
1783,20130701,3
1784,20130702,9
1785,20130702,13
1786,20130703,2
1787,20130704,12
1788,20130706,2
1789,20130708,4
1790,20130708,1
1791,20130713,8
1792,20130713,4
1793,20130715,13
1794,20130715,3
1795,20130715,2
1796,20130718,3
1797,20130718,3
1798,20130719,3
1799,20130719,4
1800,20130719,13
1801,20130724,13
1802,20130724,1
1803,20130724,1
1804,20130725,2
1805,20130726,7
1806,20130728,11
1807,20130730,5
1808,20130730,11
1809,20130731,14
1810,20130801,9
1811,20130802,3
1812,20130803,2
1813,20130808,5
1814,20130808,7
1815,20130808,2
1816,20130808,3
1817,20130811,10
1818,20130811,12
1819,20130811,7
1820,20130814,12
1821,20130815,2
1822,20130816,5
1823,20130816,13
1824,20130818,5
1825,20130819,6
1826,20130819,2
1827,20130819,7
1828,20130820,9
1829,20130822,2
1830,20130822,4
1831,20130822,4
1832,20130823,2
1833,20130824,1
1834,20130825,12
1835,20130825,13
1836,20130828,13
1837,20130903,6
1838,20130906,8
1839,20130911,5
1840,20130912,4
1841,20130912,12
1842,20130913,2
1843,20130918,6
1844,20130918,1
1845,20130918,4
1846,20130918,13
1847,20130918,2
1848,20130920,2
1849,20130920,7
1850,20130920,13
1851,20130923,4
1852,20130924,3
1853,20130927,3
1854,20130929,5
1855,20131001,8
1856,20131003,9
1857,20131003,13
1858,20131004,3
1859,20131005,3
1860,20131008,2
1861,20131008,13
1862,20131008,5
1863,20131009,8
1864,20131009,12
1865,20131009,10
1866,20131010,1
1867,20131011,8
1868,20131014,5
1869,20131014,8
1870,20131015,6
1871,20131015,4
1872,20131016,12
1873,20131017,9
1874,20131018,6
1875,20131018,13
1876,20131018,1
1877,20131019,13
1878,20131021,2
1879,20131022,11
1880,20131022,1
1881,20131025,5
1882,20131025,13
1883,20131027,5
1884,20131027,13
1885,20131027,13
1886,20131030,3
1887,20131031,12
1888,20131101,5
1889,20131103,7
1890,20131103,14
1891,20131107,4
1892,20131107,3
1893,20131109,13
1894,20131109,1
1895,20131111,12
1896,20131111,13
1897,20131112,12
1898,20131112,5
1899,20131113,13
1900,20131115,7
1901,20131115,4
1902,20131116,4
1903,20131118,14
1904,20131124,3
1905,20131124,5
1906,20131126,1
1907,20131127,6
1908,20131128,10
1909,20131128,13
1910,20131129,5
1911,20131201,7
1912,20131203,13
1913,20131203,3
1914,20131203,1
1915,20131204,5
1916,20131205,9
1917,20131208,13
1918,20131209,12
1919,20131210,4
1920,20131210,13
1921,20131210,14
1922,20131211,6
1923,20131211,7
1924,20131212,3
1925,20131214,4
1926,20131215,2
1927,20131217,2
1928,20131218,8
1929,20131219,6
1930,20131219,10
1931,20131219,13
1932,20131220,2
1933,20131221,3
1934,20131221,12
1935,20131224,5
1936,20131224,13
1937,20131227,10
1938,20131228,12
1939,20131230,1
1940,20140101,4
1941,20140101,5
1942,20140101,8
1943,20140101,7
1944,20140102,14
1945,20140103,5
1946,20140105,10
1947,20140107,2
1948,20140107,12
1949,20140109,13
1950,20140111,6
1951,20140111,3
1952,20140112,14
1953,20140113,7
1954,20140115,3
1955,20140117,11
1956,20140118,1
1957,20140118,10
1958,20140118,10
1959,20140119,13
1960,20140119,13
1961,20140121,5
1962,20140121,1
1963,20140122,4
1964,20140122,3
1965,20140123,8
1966,20140126,2
1967,20140128,14
1968,20140128,14
1969,20140202,4
1970,20140203,6
1971,20140205,11
1972,20140206,3
1973,20140206,12
1974,20140206,14
1975,20140209,5
1976,20140209,14
1977,20140211,13
1978,20140212,4
1979,20140213,1
1980,20140215,5
1981,20140218,12
1982,20140218,13
1983,20140219,3
1984,20140219,8
1985,20140220,4
1986,20140221,9
1987,20140222,13
1988,20140223,6
1989,20140224,11
1990,20140225,14
1991,20140227,11
1992,20140227,6
1993,20140227,10
1994,20140301,6
1995,20140301,9
1996,20140303,12
1997,20140305,2
1998,20140306,12
1999,20140306,7
2000,20140307,6
2001,20140307,5
2002,20140309,12
2003,20140311,7
2004,20140311,9
2005,20140313,13
2006,20140315,3
2007,20140315,5
2008,20140316,9
2009,20140317,2
2010,20140318,13
2011,20140319,6
2012,20140319,2
2013,20140319,8
2014,20140320,13
2015,20140323,5
2016,20140323,4
2017,20140323,11
2018,20140325,6
2019,20140328,1
2020,20140328,3
2021,20140329,11
2022,20140329,9
2023,20140330,2
2024,20140330,1
2025,20140331,2
2026,20140331,13
2027,20140401,13
2028,20140402,7
2029,20140402,9
2030,20140403,8
2031,20140407,5
2032,20140409,12
2033,20140410,12
2034,20140411,13
2035,20140412,13
2036,20140414,10
2037,20140414,9
2038,20140416,11
2039,20140416,5
2040,20140416,5
2041,20140417,2
2042,20140417,12
2043,20140418,1
2044,20140420,7
2045,20140420,13
2046,20140425,2
2047,20140427,11
2048,20140428,4
2049,20140428,13
2050,20140428,12
2051,20140502,6
2052,20140503,10
2053,20140504,10
2054,20140505,7
2055,20140506,13
2056,20140507,13
2057,20140508,12
2058,20140509,8
2059,20140511,3
2060,20140512,10
2061,20140512,13
2062,20140512,4
2063,20140515,7
2064,20140515,4
2065,20140516,11
2066,20140517,7
2067,20140518,2
2068,20140518,3
2069,20140519,6
2070,20140520,2
2071,20140520,11
2072,20140521,8
2073,20140522,12
2074,20140524,5
2075,20140524,12
2076,20140529,4
2077,20140531,12
2078,20140602,6
2079,20140602,13
2080,20140604,12
2081,20140605,2
2082,20140606,11
2083,20140606,3
2084,20140607,6
2085,20140607,9
2086,20140610,2
2087,20140611,13
2088,20140612,4
2089,20140612,9
2090,20140612,13
2091,20140613,3
2092,20140613,10
2093,20140617,10
2094,20140617,9
2095,20140619,2
2096,20140623,11
2097,20140623,11
2098,20140625,5
2099,20140628,1
2100,20140628,9
2101,20140628,1
2102,20140629,10
2103,20140629,3
2104,20140629,14
2105,20140630,4
2106,20140630,13
2107,20140630,14
2108,20140702,13
2109,20140703,13
2110,20140704,6
2111,20140705,11
2112,20140706,4
2113,20140707,11
2114,20140709,8
2115,20140709,3
2116,20140711,3
2117,20140712,4
2118,20140719,3
2119,20140719,8
2120,20140721,1
2121,20140723,12
2122,20140723,4
2123,20140724,8
2124,20140727,4
2125,20140727,8
2126,20140727,9
2127,20140728,12
2128,20140728,10
2129,20140729,4
2130,20140730,12
2131,20140730,7
2132,20140801,11
2133,20140803,3
2134,20140803,10
2135,20140807,12
2136,20140809,3
2137,20140810,6
2138,20140812,2
2139,20140812,12
2140,20140813,3
2141,20140815,12
2143,20140815,11
2144,20140815,6
2145,20140816,3
2146,20140817,13
2147,20140818,7
2148,20140821,9
2149,20140822,13
2150,20140823,13
2151,20140824,13
2142,20140825,1
2152,20140829,12
2153,20140830,8
2154,20140903,5
2155,20140904,11
2156,20140905,1
2157,20140905,13
2158,20140905,14
2159,20140906,7
2160,20140907,3
2161,20140907,7
2162,20140907,6
2163,20140908,10
2164,20140912,9
2165,20140912,5
2166,20140913,8
2167,20140915,3
2168,20140918,4
2169,20140918,10
2170,20140918,10
2171,20140920,12
2172,20140921,14
2173,20140921,11
2174,20140923,3
2175,20140926,7
2176,20140926,9
2177,20140926,11
2178,20140928,13
2179,20140929,8
2180,20141001,2
2181,20141001,9
2182,20141004,9
2183,20141004,5
2184,20141004,7
2185,20141007,5
2186,20141008,13
2187,20141012,14
2188,20141014,3
2189,20141015,3
2190,20141016,2
2191,20141016,3
2192,20141018,14
2193,20141020,8
2194,20141022,11
2195,20141023,13
2196,20141025,8
2197,20141025,9
2198,20141029,3
2199,20141031,1
2200,20141031,7
2201,20141031,11
2202,20141031,8
2203,20141102,8
2204,20141102,8
2205,20141105,13
2206,20141106,2
2207,20141109,7
2208,20141110,12
2209,20141113,15
2210,20141114,1
2211,20141114,3
2212,20141115,2
2213,20141116,5
2214,20141117,7
2215,20141118,3
2216,20141121,13
2217,20141124,12
2218,20141125,13
2219,20141125,9
2220,20141125,6
2221,20141127,9
2222,20141127,13
2223,20141128,5
2224,20141129,1
2225,20141201,6
2226,20141202,6
2227,20141203,13
2228,20141205,2
2229,20141207,1
2230,20141207,11
2231,20141208,3
2232,20141208,9
2233,20141210,2
2234,20141211,8
2235,20141211,12
2236,20141212,13
2237,20141213,8
2238,20141213,1
2239,20141215,8
2240,20141215,9
2241,20141215,12
2242,20141215,10
2243,20141220,1
2244,20141221,7
2245,20141222,6
2246,20141222,13
2247,20141224,8
2248,20141224,13
2249,20141226,5
2250,20141227,5
2251,20141228,12
2252,20141228,12
2253,20141231,12
2254,20150101,4
2255,20150102,14
2256,20150103,4
2257,20150107,9
2258,20150107,6
2259,20150109,13
2260,20150110,8
2261,20150110,10
2262,20150111,5
2263,20150116,4
2264,20150117,1
2265,20150119,5
2266,20150119,8
2267,20150120,6
2268,20150123,13
2269,20150123,7
2270,20150124,1
2271,20150126,8
2272,20150127,8
2273,20150127,7
2274,20150127,1
2275,20150127,7
2276,20150129,4
2277,20150129,14
2278,20150130,3
2279,20150203,3
2280,20150203,12
2281,20150204,9
2282,20150208,13
2283,20150213,3
2284,20150214,6
2285,20150216,3
2286,20150219,2
2287,20150219,8
2288,20150219,4
2289,20150219,8
2290,20150219,13
2291,20150223,1
2292,20150224,8
2293,20150227,9
2294,20150228,4
2295,20150306,1
2296,20150307,1
2297,20150307,14
2298,20150312,3
2299,20150313,6
2300,20150314,1
2301,20150314,5
2302,20150318,3
2303,20150318,13
2304,20150320,2
2305,20150322,13
2306,20150322,2
2307,20150323,6
2308,20150323,4
2309,20150323,5
2310,20150324,5
2311,20150324,2
2312,20150324,6
2313,20150325,8
2314,20150327,2
2315,20150329,5
2316,20150330,4
2317,20150402,6
2318,20150404,9
2319,20150405,3
2320,20150405,11
2321,20150412,13
2322,20150412,10
2323,20150412,5
2324,20150415,12
2325,20150415,13
2326,20150417,6
2327,20150418,13
2328,20150419,2
2329,20150420,4
2330,20150421,2
2331,20150422,8
2332,20150422,3
2333,20150423,8
2334,20150501,1
2335,20150501,13
2336,20150504,6
2337,20150504,8
2338,20150504,7
2339,20150506,14
2340,20150508,7
2341,20150508,13
2342,20150510,12
2343,20150511,4
